******************** 2 cycles ************************
(0, 133, 0)
(0, 236, 0)
(0, 36, 0)
(1, 33, 1)
(2, 33, 2)
(3, 103, 3)
(3, 233, 3)
(3, 99, 3)
(3, 144, 3)
(3, 166, 3)
(3, 133, 3)
(3, 36, 3)
(4, 203, 4)
(6, 96, 6)
(6, 103, 6)
(6, 19, 6)
(6, 15, 6)
(6, 48, 6)
(6, 37, 6)
(6, 75, 6)
(6, 10, 6)
(6, 136, 6)
(6, 83, 6)
(6, 174, 6)
(6, 166, 6)
(6, 194, 6)
(6, 466, 6)
(6, 236, 6)
(6, 266, 6)
(6, 375, 6)
(6, 373, 6)
(6, 49, 6)
(6, 36, 6)
(6, 544, 6)
(9, 144, 9)
(9, 394, 9)
(10, 78, 10)
(12, 83, 12)
(13, 63, 13)
(13, 351, 13)
(15, 103, 15)
(15, 48, 15)
(15, 74, 15)
(15, 97, 15)
(15, 83, 15)
(15, 101, 15)
(15, 334, 15)
(15, 174, 15)
(15, 194, 15)
(15, 236, 15)
(15, 306, 15)
(15, 192, 15)
(19, 103, 19)
(19, 22, 19)
(19, 48, 19)
(19, 236, 19)
(19, 187, 19)
(19, 36, 19)
(20, 94, 20)
(20, 190, 20)
(20, 136, 20)
(20, 83, 20)
(20, 194, 20)
(20, 266, 20)
(20, 544, 20)
(22, 216, 22)
(22, 166, 22)
(22, 33, 22)
(22, 133, 22)
(22, 159, 22)
(22, 291, 22)
(22, 36, 22)
(24, 238, 24)
(25, 174, 25)
(25, 389, 25)
(26, 133, 26)
(26, 71, 26)
(32, 610, 32)
(33, 73, 33)
(33, 78, 33)
(33, 103, 33)
(33, 88, 33)
(33, 38, 33)
(33, 182, 33)
(33, 97, 33)
(33, 307, 33)
(33, 290, 33)
(33, 370, 33)
(33, 266, 33)
(33, 397, 33)
(33, 321, 33)
(33, 389, 33)
(33, 458, 33)
(33, 394, 33)
(33, 159, 33)
(33, 291, 33)
(33, 441, 33)
(33, 557, 33)
(34, 72, 34)
(34, 101, 34)
(34, 420, 34)
(34, 387, 34)
(34, 123, 34)
(36, 96, 36)
(36, 103, 36)
(36, 75, 36)
(36, 48, 36)
(36, 74, 36)
(36, 84, 36)
(36, 146, 36)
(36, 174, 36)
(36, 177, 36)
(36, 194, 36)
(36, 290, 36)
(36, 236, 36)
(36, 306, 36)
(36, 267, 36)
(36, 493, 36)
(36, 308, 36)
(36, 504, 36)
(36, 608, 36)
(37, 49, 37)
(38, 102, 38)
(38, 88, 38)
(38, 53, 38)
(38, 144, 38)
(38, 334, 38)
(38, 216, 38)
(39, 348, 39)
(40, 167, 40)
(41, 203, 41)
(41, 198, 41)
(41, 85, 41)
(42, 353, 42)
(48, 103, 48)
(48, 75, 48)
(48, 97, 48)
(48, 135, 48)
(48, 144, 48)
(48, 236, 48)
(48, 267, 48)
(48, 389, 48)
(48, 162, 48)
(48, 336, 48)
(49, 136, 49)
(49, 70, 49)
(49, 466, 49)
(49, 373, 49)
(49, 544, 49)
(53, 97, 53)
(55, 146, 55)
(55, 402, 55)
(59, 236, 59)
(60, 214, 60)
(64, 112, 64)
(66, 112, 66)
(67, 74, 67)
(67, 267, 67)
(70, 193, 70)
(70, 466, 70)
(70, 214, 70)
(71, 192, 71)
(72, 375, 72)
(72, 123, 72)
(73, 75, 73)
(73, 135, 73)
(73, 97, 73)
(74, 75, 74)
(74, 236, 74)
(74, 501, 74)
(74, 264, 74)
(75, 110, 75)
(75, 233, 75)
(75, 308, 75)
(75, 447, 75)
(76, 86, 76)
(76, 387, 76)
(78, 144, 78)
(78, 166, 78)
(78, 307, 78)
(78, 422, 78)
(78, 214, 78)
(78, 402, 78)
(79, 137, 79)
(79, 172, 79)
(82, 97, 82)
(83, 103, 83)
(83, 92, 83)
(83, 174, 83)
(83, 194, 83)
(83, 267, 83)
(83, 373, 83)
(85, 198, 85)
(87, 141, 87)
(88, 135, 88)
(88, 174, 88)
(92, 97, 92)
(92, 260, 92)
(92, 103, 92)
(93, 119, 93)
(96, 334, 96)
(97, 216, 97)
(97, 194, 97)
(97, 267, 97)
(97, 402, 97)
(99, 194, 99)
(99, 236, 99)
(101, 194, 101)
(103, 233, 103)
(103, 135, 103)
(103, 260, 103)
(103, 174, 103)
(103, 194, 103)
(103, 274, 103)
(103, 327, 103)
(103, 236, 103)
(103, 426, 103)
(103, 267, 103)
(103, 375, 103)
(103, 389, 103)
(103, 493, 103)
(103, 504, 103)
(106, 235, 106)
(106, 135, 106)
(106, 146, 106)
(106, 213, 106)
(106, 207, 106)
(106, 334, 106)
(110, 266, 110)
(111, 334, 111)
(112, 151, 112)
(118, 211, 118)
(118, 290, 118)
(120, 327, 120)
(123, 420, 123)
(126, 127, 126)
(130, 155, 130)
(130, 286, 130)
(130, 537, 130)
(130, 360, 130)
(133, 267, 133)
(135, 154, 135)
(135, 182, 135)
(135, 144, 135)
(135, 370, 135)
(135, 267, 135)
(135, 375, 135)
(135, 304, 135)
(135, 321, 135)
(135, 458, 135)
(135, 298, 135)
(135, 192, 135)
(135, 557, 135)
(137, 321, 137)
(137, 264, 137)
(137, 360, 137)
(138, 213, 138)
(141, 186, 141)
(144, 216, 144)
(144, 291, 144)
(145, 280, 145)
(146, 334, 146)
(166, 214, 166)
(166, 289, 166)
(168, 279, 168)
(172, 318, 172)
(174, 236, 174)
(174, 319, 174)
(174, 264, 174)
(177, 493, 177)
(177, 291, 177)
(190, 466, 190)
(192, 307, 192)
(192, 264, 192)
(194, 290, 194)
(194, 236, 194)
(194, 267, 194)
(194, 320, 194)
(197, 340, 197)
(198, 203, 198)
(207, 333, 207)
(208, 295, 208)
(208, 333, 208)
(210, 225, 210)
(213, 235, 213)
(213, 354, 213)
(214, 290, 214)
(214, 394, 214)
(218, 239, 218)
(229, 343, 229)
(232, 532, 232)
(233, 267, 233)
(233, 291, 233)
(235, 354, 235)
(236, 306, 236)
(236, 264, 236)
(236, 608, 236)
(240, 310, 240)
(244, 334, 244)
(253, 266, 253)
(253, 291, 253)
(264, 267, 264)
(266, 618, 266)
(267, 319, 267)
(267, 336, 267)
(272, 375, 272)
(287, 350, 287)
(299, 349, 299)
(300, 344, 300)
(305, 356, 305)
(310, 353, 310)
(319, 389, 319)
(319, 336, 319)
(334, 350, 334)
(354, 509, 354)
(360, 537, 360)
(360, 624, 360)
(373, 544, 373)

********************* 3 cycles **************************
(0, 133, 608, 0)
(0, 236, 103, 0)
(0, 236, 48, 0)
(0, 236, 6, 0)
(0, 236, 83, 0)
(0, 236, 608, 0)
(1, 2, 33, 1)
(1, 22, 33, 1)
(1, 266, 33, 1)
(2, 177, 75, 2)
(2, 134, 75, 2)
(2, 33, 73, 2)
(2, 33, 3, 2)
(3, 2, 33, 3)
(3, 103, 48, 3)
(3, 103, 233, 3)
(3, 103, 135, 3)
(3, 103, 166, 3)
(3, 103, 133, 3)
(3, 103, 36, 3)
(3, 75, 48, 3)
(3, 75, 99, 3)
(3, 233, 291, 3)
(3, 118, 290, 3)
(3, 146, 103, 3)
(3, 146, 432, 3)
(3, 144, 78, 3)
(3, 144, 48, 3)
(3, 144, 38, 3)
(3, 144, 290, 3)
(4, 203, 41, 4)
(4, 198, 41, 4)
(6, 73, 75, 6)
(6, 73, 135, 6)
(6, 73, 177, 6)
(6, 73, 194, 6)
(6, 96, 36, 6)
(6, 78, 22, 6)
(6, 78, 15, 6)
(6, 78, 10, 6)
(6, 78, 265, 6)
(6, 78, 146, 6)
(6, 78, 103, 6)
(6, 78, 166, 6)
(6, 78, 236, 6)
(6, 78, 266, 6)
(6, 103, 96, 6)
(6, 103, 19, 6)
(6, 103, 48, 6)
(6, 103, 136, 6)
(6, 103, 83, 6)
(6, 103, 174, 6)
(6, 103, 375, 6)
(6, 103, 544, 6)
(6, 19, 677, 6)
(6, 15, 373, 6)
(6, 15, 49, 6)
(6, 48, 70, 6)
(6, 37, 190, 6)
(6, 37, 136, 6)
(6, 144, 10, 6)
(6, 144, 290, 6)
(6, 264, 10, 6)
(9, 2, 33, 9)
(9, 144, 78, 9)
(9, 144, 135, 9)
(10, 78, 97, 10)
(10, 78, 144, 10)
(10, 78, 38, 10)
(10, 22, 97, 10)
(10, 22, 36, 10)
(10, 15, 6, 10)
(10, 15, 264, 10)
(12, 83, 15, 12)
(12, 83, 426, 12)
(15, 12, 83, 15)
(15, 96, 6, 15)
(15, 96, 334, 15)
(15, 103, 48, 15)
(15, 103, 6, 15)
(15, 103, 74, 15)
(15, 103, 174, 15)
(15, 103, 166, 15)
(15, 103, 194, 15)
(15, 103, 133, 15)
(15, 103, 236, 15)
(15, 103, 192, 15)
(15, 19, 103, 15)
(15, 19, 22, 15)
(15, 48, 97, 15)
(15, 48, 144, 15)
(15, 48, 319, 15)
(15, 6, 78, 15)
(15, 6, 38, 15)
(15, 32, 306, 15)
(15, 135, 103, 15)
(15, 135, 177, 15)
(15, 97, 82, 15)
(15, 334, 146, 15)
(15, 194, 290, 15)
(15, 236, 306, 15)
(15, 233, 103, 15)
(15, 49, 55, 15)
(15, 49, 38, 15)
(19, 103, 3, 19)
(19, 103, 48, 19)
(19, 103, 135, 19)
(19, 103, 83, 19)
(19, 103, 174, 19)
(19, 103, 133, 19)
(19, 103, 236, 19)
(19, 103, 267, 19)
(19, 103, 350, 19)
(19, 103, 36, 19)
(19, 22, 15, 19)
(19, 36, 290, 19)
(19, 264, 174, 19)
(20, 83, 194, 20)
(20, 174, 83, 20)
(20, 373, 83, 20)
(20, 373, 544, 20)
(20, 49, 37, 20)
(20, 49, 190, 20)
(22, 74, 36, 22)
(22, 96, 36, 22)
(22, 15, 267, 22)
(22, 110, 108, 22)
(22, 233, 267, 22)
(22, 233, 291, 22)
(22, 67, 33, 22)
(22, 67, 267, 22)
(22, 98, 88, 22)
(22, 98, 144, 22)
(22, 73, 78, 22)
(22, 73, 38, 22)
(22, 135, 88, 22)
(22, 135, 108, 22)
(22, 135, 166, 22)
(22, 97, 10, 22)
(22, 97, 216, 22)
(22, 146, 19, 22)
(22, 146, 133, 22)
(22, 291, 71, 22)
(25, 92, 103, 25)
(25, 174, 103, 25)
(25, 174, 36, 25)
(25, 177, 48, 25)
(25, 177, 36, 25)
(25, 389, 48, 25)
(32, 306, 15, 32)
(33, 73, 2, 33)
(33, 73, 78, 33)
(33, 73, 38, 33)
(33, 73, 67, 33)
(33, 73, 135, 33)
(33, 73, 182, 33)
(33, 73, 97, 33)
(33, 73, 307, 33)
(33, 73, 192, 33)
(33, 73, 557, 33)
(33, 3, 103, 33)
(33, 3, 266, 33)
(33, 3, 458, 33)
(33, 78, 265, 33)
(33, 78, 397, 33)
(33, 78, 350, 33)
(33, 78, 125, 33)
(33, 103, 48, 33)
(33, 103, 389, 33)
(33, 1, 71, 33)
(33, 1, 291, 33)
(33, 1, 334, 33)
(33, 88, 2, 33)
(33, 22, 159, 33)
(33, 9, 394, 33)
(33, 98, 88, 33)
(33, 98, 290, 33)
(33, 144, 78, 33)
(33, 144, 370, 33)
(33, 144, 441, 33)
(33, 216, 78, 33)
(34, 72, 123, 34)
(34, 72, 557, 34)
(34, 101, 420, 34)
(34, 194, 101, 34)
(34, 123, 387, 34)
(36, 3, 103, 36)
(36, 3, 75, 36)
(36, 3, 146, 36)
(36, 3, 144, 36)
(36, 3, 174, 36)
(36, 3, 216, 36)
(36, 3, 608, 36)
(36, 96, 6, 36)
(36, 78, 3, 36)
(36, 78, 106, 36)
(36, 78, 97, 36)
(36, 78, 177, 36)
(36, 78, 306, 36)
(36, 78, 236, 36)
(36, 103, 48, 36)
(36, 103, 74, 36)
(36, 103, 135, 36)
(36, 103, 84, 36)
(36, 103, 83, 36)
(36, 103, 194, 36)
(36, 103, 267, 36)
(36, 103, 493, 36)
(36, 103, 504, 36)
(36, 75, 308, 36)
(36, 22, 291, 36)
(36, 48, 319, 36)
(36, 420, 75, 36)
(36, 192, 96, 36)
(36, 264, 74, 36)
(37, 190, 6, 37)
(37, 190, 466, 37)
(37, 20, 49, 37)
(38, 10, 78, 38)
(38, 10, 334, 38)
(38, 3, 144, 38)
(38, 3, 216, 38)
(38, 88, 334, 38)
(38, 22, 73, 38)
(38, 22, 53, 38)
(38, 15, 49, 38)
(38, 135, 88, 38)
(38, 135, 214, 38)
(39, 233, 267, 39)
(39, 236, 6, 39)
(39, 236, 267, 39)
(41, 4, 203, 41)
(41, 4, 198, 41)
(41, 4, 85, 41)
(41, 85, 247, 41)
(42, 353, 240, 42)
(42, 353, 310, 42)
(48, 3, 103, 48)
(48, 3, 75, 48)
(48, 3, 144, 48)
(48, 3, 557, 48)
(48, 103, 135, 48)
(48, 103, 236, 48)
(48, 103, 267, 48)
(48, 103, 389, 48)
(48, 103, 162, 48)
(48, 15, 97, 48)
(48, 0, 336, 48)
(48, 25, 177, 48)
(48, 192, 15, 48)
(48, 264, 236, 48)
(49, 55, 74, 49)
(49, 55, 15, 49)
(49, 38, 253, 49)
(49, 190, 20, 49)
(49, 190, 466, 49)
(49, 6, 373, 49)
(49, 6, 544, 49)
(49, 193, 6, 49)
(53, 78, 22, 53)
(53, 78, 97, 53)
(53, 38, 334, 53)
(55, 75, 36, 55)
(55, 15, 402, 55)
(55, 106, 235, 55)
(55, 106, 146, 55)
(55, 146, 432, 55)
(59, 236, 96, 59)
(59, 236, 306, 59)
(64, 66, 112, 64)
(64, 112, 360, 64)
(66, 112, 64, 66)
(67, 96, 36, 67)
(67, 33, 78, 67)
(67, 33, 97, 67)
(67, 33, 290, 67)
(67, 267, 78, 67)
(70, 6, 166, 70)
(70, 6, 466, 70)
(70, 193, 466, 70)
(70, 214, 166, 70)
(70, 214, 71, 70)
(71, 103, 192, 71)
(71, 22, 291, 71)
(71, 22, 192, 71)
(72, 34, 420, 72)
(72, 34, 375, 72)
(73, 78, 22, 73)
(73, 78, 97, 73)
(73, 75, 6, 73)
(73, 38, 135, 73)
(73, 135, 432, 73)
(74, 75, 36, 74)
(74, 15, 103, 74)
(74, 15, 135, 74)
(74, 15, 236, 74)
(74, 92, 260, 74)
(74, 92, 103, 74)
(74, 83, 103, 74)
(74, 106, 135, 74)
(75, 73, 106, 75)
(75, 73, 135, 75)
(75, 73, 97, 75)
(75, 73, 307, 75)
(75, 73, 306, 75)
(75, 73, 308, 75)
(75, 2, 134, 75)
(75, 48, 233, 75)
(75, 194, 15, 75)
(75, 194, 290, 75)
(78, 3, 144, 78)
(78, 3, 216, 78)
(78, 3, 166, 78)
(78, 13, 402, 78)
(78, 22, 307, 78)
(78, 22, 402, 78)
(78, 15, 83, 78)
(78, 15, 267, 78)
(78, 87, 141, 78)
(78, 106, 402, 78)
(78, 146, 6, 78)
(78, 146, 432, 78)
(78, 144, 290, 78)
(78, 236, 141, 78)
(83, 78, 103, 83)
(83, 78, 236, 83)
(83, 79, 92, 83)
(83, 103, 92, 83)
(83, 103, 174, 83)
(83, 103, 194, 83)
(83, 103, 267, 83)
(83, 15, 373, 83)
(83, 0, 336, 83)
(85, 41, 198, 85)
(85, 41, 529, 85)
(87, 141, 78, 87)
(88, 22, 135, 88)
(88, 135, 174, 88)
(88, 135, 432, 88)
(92, 98, 135, 92)
(92, 97, 103, 92)
(92, 97, 267, 92)
(92, 103, 135, 92)
(96, 6, 103, 96)
(96, 6, 174, 96)
(96, 6, 192, 96)
(96, 241, 334, 96)
(96, 154, 135, 96)
(96, 304, 135, 96)
(96, 350, 334, 96)
(97, 73, 194, 97)
(97, 103, 15, 97)
(97, 103, 267, 97)
(97, 75, 159, 97)
(97, 15, 402, 97)
